lorem,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in,728,false
laoreet,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec,741,true
tempus,mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel,754,true
massa volutpat convallis,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim,767,false
dui luctus rutrum,donec quis orci eget orci vehicula condimentum curabitur in libero ut massa,780,false
sit amet,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis,793,true
nonummy maecenas tincidunt,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam,806,true
ut nunc,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis,819,false
felis,volutpat in congue etiam justo etiam pretium iaculis justo in,832,false
pulvinar lobortis est,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus,845,true
sodales,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras,858,true
nulla tempus,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at,871,true
nulla,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in,884,true
dolor morbi vel,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis,897,true
non pretium,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,910,true
augue,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus,923,true
erat,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit,936,true
consequat,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a,949,false
massa volutpat convallis,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,962,false
morbi,id consequat in consequat ut nulla sed accumsan felis ut at dolor,975,false
bibendum,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros,988,true
orci nullam molestie,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus,1001,false
dolor sit amet,vitae nisl aenean lectus pellentesque eget nunc donec quis orci,1014,true
duis bibendum felis,mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem,1027,false
condimentum,purus sit amet nulla quisque arcu libero rutrum ac lobortis,1040,true
nam,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium,1053,false
etiam,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,1066,true
non velit,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus,1079,true
luctus et,ut dolor morbi vel lectus in quam fringilla rhoncus mauris,1092,false
in lectus,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget,1105,false
elit ac nulla,nam congue risus semper porta volutpat quam pede lobortis ligula sit amet,1118,false
nam dui,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,1131,true
curabitur,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis,1144,true
sapien,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna,1157,false
lacus curabitur,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi,1170,false
sit,nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur,1183,true
tellus nisi,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in,1196,true
ante ipsum,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis,1209,false
in felis eu,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem,1222,true
justo sollicitudin,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,1235,true
proin risus praesent,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio,1248,true
nibh in quis,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida,1261,false
volutpat erat quisque,elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo,1274,true
leo pellentesque,neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien,1287,false
convallis nunc proin,ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet,1300,true
nulla nisl,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi,1313,true
tortor,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu,1326,true
consequat morbi a,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed,1339,true
odio odio,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae,1352,true
posuere cubilia curae,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,1365,true
eget,nisl duis bibendum felis sed interdum venenatis turpis enim blandit,1378,true
curae,cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan,1391,false
in faucibus,cursus vestibulum proin eu mi nulla ac enim in tempor turpis,1404,true
et,vestibulum ante ipsum primis in faucibus orci luctus et ultrices,1417,true
convallis tortor,accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices,1430,true
nulla ultrices,donec dapibus duis at velit eu est congue elementum in hac,1443,true
purus,quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut,1456,false
proin,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus,1469,true
condimentum id luctus,sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit,1482,true
orci nullam,ante ipsum primis in faucibus orci luctus et ultrices posuere,1495,false
in,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,1508,true
in quis,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur,1521,false
id,sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in,1534,true
suspendisse accumsan,sed accumsan felis ut at dolor quis odio consequat varius integer ac,1547,true
aliquet at,ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,1560,false
nisi,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean,1573,false
sed tincidunt,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus,1586,true
in felis donec,dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat,1599,false
dolor sit amet,sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula,1612,false
nec euismod,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros,1625,false
maecenas pulvinar lobortis,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in,1638,true
pede justo,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum,1651,true
id,amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis,1664,true
eget nunc,est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc,1677,false
duis bibendum,sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet,1690,true
nulla eget,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut,1703,false
libero quis,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim,1716,false
quis odio,dapibus duis at velit eu est congue elementum in hac habitasse,1729,false
aenean sit,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus,1742,false
quisque,in ante vestibulum ante ipsum primis in faucibus orci luctus,1755,false
tincidunt eget tempus,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo,1768,true
non,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien,1781,true
magnis dis parturient,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,1794,false
ipsum,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit,1807,false
et ultrices,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,1820,true
nulla eget,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,1833,true
neque sapien,eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,1846,true
nisl duis ac,in congue etiam justo etiam pretium iaculis justo in hac habitasse,1859,true
luctus et,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus,1872,false
tempus vel,non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla,1885,true
volutpat in,quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede,1898,true
aliquam,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus,1911,true
lorem,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non,1924,false
aliquam,nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque,1937,true
nibh quisque,felis eu sapien cursus vestibulum proin eu mi nulla ac enim,1950,false
id,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero,1963,true
eu,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in,1976,false
nullam,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam,1989,false
rutrum,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus,2002,false
ultrices,congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a,2015,true
ipsum aliquam non,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit,2028,false
mauris,posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,2041,false
in felis,primis in faucibus orci luctus et ultrices posuere cubilia curae mauris,2054,true
nibh quisque,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices,2067,true
pede ullamcorper,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris,2080,false
lobortis sapien,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit,2093,false
venenatis non sodales,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut,2106,true
non,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis,2119,false
ac,phasellus in felis donec semper sapien a libero nam dui,2132,false
sit,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque,2145,true
habitasse,posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,2158,true
pellentesque,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci,2171,true
quis,quam nec dui luctus rutrum nulla tellus in sagittis dui,2184,true
vestibulum sagittis,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at,2197,false
purus,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet,2210,false
sapien a,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,2223,true
non,libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu,2236,true
volutpat dui maecenas,aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse,2249,true
ipsum,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et,2262,false
posuere,dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan,2275,false
eget vulputate,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor,2288,false
odio donec vitae,vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in,2301,true
in purus,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus,2314,false
sem,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget,2327,true
sapien,semper sapien a libero nam dui proin leo odio porttitor id consequat in,2340,true
parturient montes nascetur,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie,2353,true
mattis nibh ligula,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia,2366,false
proin leo odio,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam,2379,true
diam neque,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida,2392,true
rhoncus sed vestibulum,dapibus duis at velit eu est congue elementum in hac habitasse platea,2405,true
sapien cursus,vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam,2418,true
faucibus,urna ut tellus nulla ut erat id mauris vulputate elementum,2431,true
ipsum primis,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras,2444,false
eu sapien cursus,condimentum curabitur in libero ut massa volutpat convallis morbi odio odio,2457,true
nulla facilisi,fusce posuere felis sed lacus morbi sem mauris laoreet ut,2470,true
ridiculus mus etiam,felis sed interdum venenatis turpis enim blandit mi in porttitor pede,2483,true
nec condimentum,a suscipit nulla elit ac nulla sed vel enim sit amet,2496,false
pellentesque ultrices,ut ultrices vel augue vestibulum ante ipsum primis in faucibus,2509,false
eget semper rutrum,amet eleifend pede libero quis orci nullam molestie nibh in lectus,2522,false
justo,interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis,2535,false
integer a,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis,2548,false
eu,gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo,2561,true
praesent,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper,2574,true
nisl aenean lectus,sem sed sagittis nam congue risus semper porta volutpat quam,2587,false
turpis,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus,2600,true
congue etiam justo,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut,2613,true
posuere felis sed,mauris morbi non lectus aliquam sit amet diam in magna,2626,false
ut,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate,2639,false
mattis,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu,2652,false
tortor duis,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet,2665,false
id sapien,ultrices phasellus id sapien in sapien iaculis congue vivamus metus,2678,false
sapien ut nunc,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id,2691,true
orci eget,non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet,2704,true
volutpat in,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam,2717,true
dignissim,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et,2730,true
nisl venenatis lacinia,mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum,2743,true
iaculis congue vivamus,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed,2756,true
velit eu,cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis,2769,false
in,platea dictumst etiam faucibus cursus urna ut tellus nulla ut,2782,false
gravida sem,sapien sapien non mi integer ac neque duis bibendum morbi,2795,true
tempus vel,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet,2808,true
vel,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue,2821,true
integer tincidunt ante,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio,2834,false
vel,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus,2847,true
aliquam,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis,2860,true
in hac,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie,2873,true
urna,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus,2886,true
duis mattis,lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,2899,false
justo aliquam,aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non,2912,true
hac habitasse,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius,2925,true
sapien arcu sed,mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis,2938,true
amet eleifend pede,est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum,2951,true
tincidunt ante,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et,2964,false
neque aenean auctor,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at,2977,true
at ipsum,est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium,2990,false
in purus,ante ipsum primis in faucibus orci luctus et ultrices posuere,3003,false
sapien in,felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec,3016,true
eu massa,cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla,3029,false
phasellus,donec semper sapien a libero nam dui proin leo odio porttitor,3042,true
aliquam augue quam,ut blandit non interdum in ante vestibulum ante ipsum primis in,3055,true
ultrices libero non,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae,3068,false
fermentum,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean,3081,false
curabitur convallis,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis,3094,false
vestibulum,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac,3107,true
habitasse,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu,3120,false
porttitor lacus at,vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede,3133,false
integer ac neque,sed tincidunt eu felis fusce posuere felis sed lacus morbi,3146,false
dolor,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat,3159,false
leo pellentesque ultrices,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et,3172,true
duis,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer,3185,false
vivamus,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam,3198,false
nam dui,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,3211,false
et ultrices,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper,3224,true
rhoncus aliquet pulvinar,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec,3237,false
vitae,integer non velit donec diam neque vestibulum eget vulputate ut,3250,false
diam neque vestibulum,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor,3263,true
nisl nunc,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,3276,false
sed,aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer,3289,false
cubilia,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque,3302,false
sed,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at,3315,false
bibendum morbi,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac,3328,false
quam a odio,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed,3341,false
curae,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet,3354,false
convallis eget,tempus semper est quam pharetra magna ac consequat metus sapien ut,3367,false
integer ac,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet,3380,false
sit,lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum,3393,false
varius,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed,3406,true
vivamus vestibulum,tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien,3419,true
risus,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae,3432,false
felis ut,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris,3445,true
in magna bibendum,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur,3458,false
congue etiam,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,3471,true
volutpat,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante,3484,true
volutpat dui maecenas,varius integer ac leo pellentesque ultrices mattis odio donec vitae,3497,true
lacinia,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero,3510,false
ac est lacinia,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,3523,true
ac nibh fusce,at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id,3536,false
augue,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna,3549,true
integer a,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut,3562,true
semper porta volutpat,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et,3575,true
consectetuer adipiscing,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,3588,false
mauris morbi,ut erat curabitur gravida nisi at nibh in hac habitasse,3601,false
turpis enim,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis,3614,false
duis at velit,est et tempus semper est quam pharetra magna ac consequat metus sapien ut,3627,false
sed ante,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien,3640,false
in eleifend,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus,3653,true
viverra,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae,3666,false
ante,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae,3679,true
nulla ac,pede posuere nonummy integer non velit donec diam neque vestibulum,3692,true
tempus,erat tortor sollicitudin mi sit amet lobortis sapien sapien non,3705,true
vestibulum,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in,3718,false
pharetra magna ac,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis,3731,true
accumsan,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque,3744,true
augue vel accumsan,donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat,3757,true
erat quisque erat,duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo,3770,false
ante vivamus,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,3783,true
lacus,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,3796,false
nullam orci pede,donec diam neque vestibulum eget vulputate ut ultrices vel augue,3809,false
habitasse platea,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus,3822,true
urna pretium nisl,lacinia sapien quis libero nullam sit amet turpis elementum ligula,3835,true
eu,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id,3848,true
non mi integer,lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu,3861,true
amet sem fusce,ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna,3874,true
integer,hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,3887,true
lectus,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem,3900,false
vestibulum sagittis sapien,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero,3913,true
faucibus accumsan,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in,3926,false
mauris eget,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim,3939,true
consequat dui nec,sed accumsan felis ut at dolor quis odio consequat varius,3952,true
cras in,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem,3965,true
